CustomerID	recency	frequency	monetary	pareto	recency_zscore	frequency_zscore	monetary_zscore	recency_log	frequency_log	monetary_log
17450	8.0	44	185453.33000000013	Top 20%	-0.8509966595324163	6.742455198372642	37.37490240619153	2.0794415416798357	3.784189633918261	12.130559078298058
17511	2.0	29	84731.01999999995	Top 20%	-0.9146808802573515	4.2140839456175705	16.901918556601363	0.6931471805599453	3.367295829986474	11.34723822756378
16684	4.0	28	65892.07999999999	Top 20%	-0.893452806682373	4.045525862100566	13.072684354532358	1.3862943611198906	3.332204510175204	11.095775048805994
13694	3.0	49	61810.98000000001	Top 20%	-0.9040668434698622	7.585245615957667	12.243153197149631	1.0986122886681098	3.8918202981106265	11.031837915401494
14096	4.0	17	57120.90999999968	Top 20%	-0.893452806682373	2.1913869434135136	11.289841787160583	1.3862943611198906	2.833213344056216	10.952927278929964
13089	2.0	94	54155.26000000011	Top 20%	-0.9146808802573515	15.17035937422288	10.687038847538485	0.6931471805599453	4.543294782270004	10.899612231833379
15769	7.0	25	51731.92	Top 20%	-0.8616106963199055	3.539851611549551	10.194466738319901	1.9459101490553132	3.2188758248682006	10.853832211142963
17949	1.0	44	51436.84000000001	Top 20%	-0.9252949170448407	6.742455198372642	10.134488287921606	0.0	3.784189633918261	10.848111870361377
14298	8.0	44	50862.43999999997	Top 20%	-0.8509966595324163	6.742455198372642	10.017734790874076	2.0794415416798357	3.784189633918261	10.83688197874365
14088	10.0	13	50415.49	Top 20%	-0.8297685859574379	1.5171546093454944	9.926886992292275	2.302585092994046	2.5649493574615367	10.828055731625048
16029	38.0	60	46721.08999999998	Top 20%	-0.5325755559077403	9.439384534644718	9.175957118524227	3.6375861597263857	4.0943445622221	10.751953088068142
15061	3.0	41	42799.23999999997	Top 20%	-0.9040668434698622	6.236780947821628	8.378795380369937	1.0986122886681098	3.713572066704308	10.664277960890242
17841	1.0	121	39066.67000000016	Top 20%	-0.9252949170448407	19.72142762918201	7.620107009070065	0.0	4.795790545596741	10.57302751250464
13798	1.0	56	35943.41999999996	Top 20%	-0.9252949170448407	8.765152200576699	6.985270031957085	0.0	4.02535169073515	10.48970409655444
12931	21.0	15	33462.810000000005	Top 20%	-0.7130141812950567	1.8542707763795039	6.481057127515847	3.044522437723423	2.70805020110221	10.418192940275025
15838	11.0	18	32674.059999999998	Top 20%	-0.8191545491699487	2.359945026930518	6.320734493817668	2.3978952727983707	2.8903717578961645	10.394339830434353
16013	3.0	45	32304.250000000004	Top 20%	-0.9040668434698622	6.911013281889647	6.245566299626959	1.0986122886681098	3.8066624897703196	10.382957175065496
16422	17.0	50	32137.490000000034	Top 20%	-0.7554703284450135	7.7538036994746715	6.21167038533789	2.833213344056216	3.912023005428146	10.377781652036969
13098	1.0	28	28658.880000000012	Top 20%	-0.9252949170448407	4.045525862100566	5.5046023450097525	0.0	3.332204510175204	10.26322211107682
17857	4.0	23	26763.339999999997	Top 20%	-0.893452806682373	3.202735444515542	5.119311739519743	1.3862943611198906	3.1354942159291497	10.19479205605505
16333	7.0	22	26626.8	Top 20%	-0.8616106963199055	3.034177360998537	5.091558392571852	1.9459101490553132	3.091042453358316	10.189677261967963
13408	1.0	60	25949.57999999999	Top 20%	-0.9252949170448407	9.439384534644718	4.953905531724841	0.0	4.0943445622221	10.16391455711145
13081	11.0	9	25597.700000000066	Top 20%	-0.8191545491699487	0.8429222752774753	4.8823818190836965	2.3978952727983707	2.1972245773362196	10.150261689274817
14680	25.0	15	25251.459999999995	Top 20%	-0.6705580341450998	1.8542707763795039	4.812004502200441	3.2188758248682006	2.70805020110221	10.136643214973283
15749	235.0	3	21535.9	Top 20%	1.558389691227632	-0.16842622582455338	4.056773611723614	5.459585514144159	1.0986122886681098	9.977481232444454
17675	1.0	30	19556.57999999997	Top 20%	-0.9252949170448407	4.382642029134575	3.6544537444253815	0.0	3.4011973816621555	9.881072195031006
15039	9.0	46	19174.929999999975	Top 20%	-0.840382622744927	7.079571365406652	3.5768789321896817	2.1972245773362196	3.828641396489095	9.86136419077139
15159	1.0	30	18573.68000000001	Top 20%	-0.9252949170448407	4.382642029134575	3.4546678595925053	0.0	3.4011973816621555	9.82950618775197
13881	3.0	20	16989.519999999993	Top 20%	-0.9040668434698622	2.6970611939645273	3.1326688695458405	1.0986122886681098	2.995732273553991	9.740357848318148
17381	8.0	26	16668.709999999992	Top 20%	-0.8509966595324163	3.708409695066556	3.0674604966561896	2.0794415416798357	3.258096538021482	9.721294587473901
16210	1.0	16	16347.759999999998	Top 20%	-0.9252949170448407	2.0228288598965087	3.0022236671342513	0.0	2.772588722239781	9.701852280908815
12901	8.0	28	16293.099999999997	Top 20%	-0.8509966595324163	4.045525862100566	2.991113384842089	2.0794415416798357	3.332204510175204	9.698503121837827
15856	4.0	27	16173.670000000002	Top 20%	-0.893452806682373	3.876967778583561	2.966837844883202	1.3862943611198906	3.295836866004329	9.691146073201004
15189	1.0	41	15802.140000000009	Top 20%	-0.9252949170448407	6.236780947821628	2.89132004063866	0.0	3.713572066704308	9.667906981118236
12921	9.0	35	15701.94000000001	Top 20%	-0.840382622744927	5.225432446719599	2.8709532223862895	2.1972245773362196	3.5553480614894135	9.661545919201142
13767	2.0	34	15310.85	Top 20%	-0.9146808802573515	5.056874363202594	2.7914596200876884	0.6931471805599453	3.5263605246161616	9.636323537673743
16839	8.0	33	14805.539999999988	Top 20%	-0.8509966595324163	4.888316279685589	2.688749471074658	2.0794415416798357	3.4965075614664802	9.602763468240333
17677	1.0	26	14602.619999999999	Top 20%	-0.9252949170448407	3.708409695066556	2.6475036151887217	0.0	3.258096538021482	9.588963091714346
16133	3.0	33	14305.66	Top 20%	-0.9040668434698622	4.888316279685589	2.587143032871117	1.0986122886681098	3.4965075614664802	9.56841753234978
15513	33.0	18	14163.079999999998	Top 20%	-0.5856457398451863	2.359945026930518	2.5581619855016258	3.4965075614664802	2.8903717578961645	9.558400918305422
14866	10.0	11	14093.770000000008	Top 20%	-0.8297685859574379	1.180038442311485	2.5440739199021087	2.302585092994046	2.3978952727983707	9.553495230061259
14031	7.0	18	12920.389999999989	Top 20%	-0.8616106963199055	2.359945026930518	2.3055707542237953	1.9459101490553132	2.8903717578961645	9.466569702314025
